
Q3,['purple cube']
Q5,['purple cube']
Q7,['purple rectangle']
Q9,['purple block']
Q11,['pink cup']
Q13,['smallest green cube']
Q15,|['smallest green block', 'smallest green cube']|
Q17,['purple rectangle']
Q19,['purple block']
